16.01.2020                                                                                                       Dynamic List Display                                                                                                               1


	Order	Material	Material Description	Reqmt Date	Reqmts qty	Qty wthdrn	      Open	Unit	Backflush	Phant.item	Bulk Matl	Stg.Ind.	SupplyArea	Stge Type	StorageBin	PeggedReqt	Work ctr	Work center descr.
	200220832466	3-1866709-1	WLSBW-CNTR-A01	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866389-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866555-1	WLEATH-A03	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866772-1	910	EATON ASSEMBLY CABINETS
	200220832466	1-1700807-2	CS- BAYONET KTU + RETAINER FOR 2 F	04.02.2020	        3	        0	        3	PC	X			4	EAT01	E10	E10-001	3-1866210-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700802-9	H/S 9.6MM GREEN 3/8" ID HEATSH	04.02.2020	    0.035	        0	    0.035	M	X			1	EAT01	E10	E10-001	3-1866785-1	910	EATON ASSEMBLY CABINETS
	200220832466	4-1700802-2	CS- DUMMY STIFFNER FOR EMPTY LT' N	04.02.2020	        3	        0	        3	PC	X			1	EAT01	914		3-1866213-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1700804-5	NUT M5 WING ZINC PLATED	04.02.2020	        4	        0	        4	PC	X			1	EAT01	E10	E10-001	3-1866381-1	910	EATON ASSEMBLY CABINETS
	200220832466	2-1700812-7	SHUNT RELEASE UNIT,CHINT S9	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700803-0	SCREW M5X12, PAN POZI BZ	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866766-1	910	EATON ASSEMBLY CABINETS
	200220832466	4-1700803-1	19MM2 CABLE TIE MOUNT	04.02.2020	        5	        0	        5	PC	X			1	EAT01	E10	E10-001	3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	9-1700804-9	GROMMET NUT NYLON OPEN	04.02.2020	        8	        0	        8	PC	X			1	EAT01	914		3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866779-1	WRCS PACKAGING [LOCAL]	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866095-2	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700807-4	LABEL, SHOCKWATCH COMPANION	04.02.2020	        2	        0	        2	PC	X			4	EAT01	010	02F13	3-1866779-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700804-1	SPRING WASHER M8 BZ	04.02.2020	        4	        0	        4	PC	X			1	EAT01	E10	E10-001	3-1866399-1	910	EATON ASSEMBLY CABINETS
	200220832466	8-1700803-4	SCREW M4X12, PAN, S/S, PHILIPS	04.02.2020	        2	        0	        2	PC	X			1	EAT01	E10	E10-001	3-1866385-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700804-2	WASHER M5 S/S FLAT	04.02.2020	        8	        0	        8	PC	X			1	EAT01	E10	E10-001	3-1866402-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700803-1	SCREW 3/16X1/2IN PAN SLOT BRAS	04.02.2020	        2	        0	        2	PC	X			1	EAT01	E10	E10-001	3-1866388-1	910	EATON ASSEMBLY CABINETS
	200220832466	9-1700804-3	TOGGLE LATCH, DZUS TL802B-1, S	04.02.2020	        2	        0	        2	PC	X			1	EAT01	914		3-1866420-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700804-0	SPRING WASHER M6 S/S	04.02.2020	        6	        0	        6	PC	X			1	EAT01	E10	E10-001	3-1866422-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700804-2	WASHER M5 S/S FLAT	04.02.2020	       16	        0	       16	PC	X			1	EAT01	E10	E10-001	3-1866423-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700804-0	SPRING WASHER M6 S/S	04.02.2020	        4	        0	        4	PC	X			1	EAT01	E10	E10-001	3-1866419-1	910	EATON ASSEMBLY CABINETS
	200220832466	9-1700803-4	SCREW M5X12 S/S PAN HD	04.02.2020	        3	        0	        3	PC	X			1	EAT01	E10	E10-001	3-1866421-1	910	EATON ASSEMBLY CABINETS
	200220832466	2-1700804-8	M6 NUT S/S	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866353-1	910	EATON ASSEMBLY CABINETS
	200220832466	1-1700804-2	SCREW M6X16MM HD PAN S/S	04.02.2020	        3	        0	        3	PC	X			1	EAT01	E10	E10-001	3-1866354-1	910	EATON ASSEMBLY CABINETS
	200220832466	2-1700812-9	RETAINER-BATT FRONT HOPPECKE	04.02.2020	        4	        0	        4	PC	X			1	EAT01	914		3-1866868-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700807-4	LABEL CABINET INFORMATION WRCS*POD	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866874-1	WLB-P160J-480B	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866425-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700802-9	H/S 3MM BLACK 1/8" ID HEATSHRI	04.02.2020	    0.800	        0	    0.800	M	X			1	EAT01	E10	E10-001	3-1867352-1	910	EATON ASSEMBLY CABINETS
	200220832466	4-1700803-4	CS- FAN GUARD D172 X 51 LZ38XXX	04.02.2020	        2	        0	        2	PC	X			4	EAT01	E10	E10-001	3-1866302-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866711-1	WLSBW-ROOF-A01	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866389-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866556-1	WLEATH-A04	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866772-1	910	EATON ASSEMBLY CABINETS
	200220832466	2-1700807-2	CS- BUDI-1S FIBRE BOX (TE CONNECTI	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866210-1	910	EATON ASSEMBLY CABINETS
	200220832466	4-1700802-1	CS- ISAM FD NT-1/0 6 OPTICAL GE IN	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1866213-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700809-5	TAPE 12MM 2SIDE DOUBLE SIDED A	04.02.2020	    0.050	        0	    0.050	M	X			1	EAT01	E10	E10-001	3-1866381-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1700801-7	MCB NB1-63 C10A/1P CHINT UL AN	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700804-6	WASHER M5 SPRING BZ	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866766-1	910	EATON ASSEMBLY CABINETS
	200220832466	8-1700800-0	RING M3 0.4-0.82MM2 RED	04.02.2020	        4	        0	        4	PC	X			1	EAT01	E10	E10-001	3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700803-4	SCREW NO.12 X 3/4" SELF TAP,	04.02.2020	        8	        0	        8	PC	X			4	EAT01	E10	E10-001	3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	8-1700803-0	BOLT M8X60 HEX HEAD, BZ	04.02.2020	        4	        0	        4	PC	X			1	EAT01	E10	E10-001	3-1866399-1	910	EATON ASSEMBLY CABINETS
	200220832466	8-1700803-4	SCREW M4X12, PAN, S/S, PHILIPS	04.02.2020	        4	        0	        4	PC	X			1	EAT01	E10	E10-001	3-1866388-1	910	EATON ASSEMBLY CABINETS
	200220832466	9-1700804-4	STRIKE, DZUS TL802-2-1, S/S	04.02.2020	        2	        0	        2	PC	X			1	EAT01	914		3-1866420-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700808-0	CS- JUMPER RING D3702478, 150MM, W	04.02.2020	        9	        0	        9	PC	X			1	EAT01	914		3-1866422-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700808-0	CS- JUMPER RING D3702478, 150MM, W	04.02.2020	        3	        0	        3	PC	X			1	EAT01	914		3-1866419-1	910	EATON ASSEMBLY CABINETS
	200220832466	1972543-3	NUT M5 NYLOC HEX 304 SS	04.02.2020	        2	        0	        2	PC	X			4	EAT01	E10	E10-001	3-1866421-1	910	EATON ASSEMBLY CABINETS
	200220832466	1-1700804-2	SCREW M6X16MM HD PAN S/S	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866353-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700804-4	WASHER M6 FLAT S/S	04.02.2020	        3	        0	        3	PC	X			1	EAT01	E10	E10-001	3-1866354-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700807-5	LABEL ELECTRICAL INFORMATION-POD	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1700812-1	RING M8 0.25-1.6MM2 RED	04.02.2020	        2	        0	        2	PC	X			1	EAT01	E10	E10-001	3-1866425-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866708-1	WLSBW-CAB-A01	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866389-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866557-1	WLEATH-A05	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866772-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1700813-1	CS- ISAM FD HIGH CAPACITY NT WITH	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866213-1	910	EATON ASSEMBLY CABINETS
	200220832466	4-1700800-5	TAPE 25MM 3THOU. PTFE, 25.MM +	04.02.2020	    1.150	        0	    1.150	M	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700804-1	*OBS WASHER M5 FLAT 10MM OD STEEL B	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866766-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700800-0	FERRULE 10MM2 UNINSLATED 12MM	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1700809-4	CARDBOARD PACKAGING - LID [SBW	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1866779-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866399-1	[PSA] SBWC EQUIP MTG CHANNEL [	04.02.2020	        2	        0	        2	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700804-0	WASHER M4 FLAT S/S	04.02.2020	        2	        0	        2	PC	X			4	EAT01	E10	E10-001	3-1866388-1	910	EATON ASSEMBLY CABINETS
	200220832466	8-1700804-0	RIVET 4.0MM TRUSS S/S	04.02.2020	        8	        0	        8	PC	X			1	EAT01	E10	E10-001	3-1866420-1	910	EATON ASSEMBLY CABINETS
	200220832466	8-1700804-3	RIVET 4.8MM TRUSS MLOK AL/AL	04.02.2020	       16	        0	       16	PC	X			1	EAT01	E10	E10-001	3-1866422-1	910	EATON ASSEMBLY CABINETS
	200220832466	8-1700804-3	RIVET 4.8MM TRUSS MLOK AL/AL	04.02.2020	        6	        0	        6	PC	X			1	EAT01	E10	E10-001	3-1866419-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700804-2	WASHER M5 S/S FLAT	04.02.2020	        5	        0	        5	PC	X			1	EAT01	E10	E10-001	3-1866421-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700804-4	WASHER M6 FLAT S/S	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866353-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700804-0	SPRING WASHER M6 S/S	04.02.2020	        3	        0	        3	PC	X			1	EAT01	E10	E10-001	3-1866354-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700807-9	LABEL A4A4247 QC PASS LABEL,55	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	9-1700809-5	CS- 48V ACCESS POWER SOLUTION RECT	04.02.2020	        2	        0	        2	PC	X			1	EAT01	914		3-1866425-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866710-1	WLSBW-FANA-A01	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866389-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866558-1	WLEATH-A06	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866772-1	910	EATON ASSEMBLY CABINETS
	200220832466	2-1700805-1	BRACKET D3701391, MOUNTING (WH	04.02.2020	        2	        0	        2	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700800-9	FERRULE 6MM2 UNINSLATED 12MM	04.02.2020	        2	        0	        2	PC	X			1	EAT01	E10	E10-001	3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1700809-5	CARDBOARD PACKAGING - INNER WR	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1866779-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866385-1	[PSA] SBWC EQUIP 6-WAY 1-STUD	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700804-5	WASHER M4 S/S SPRING WASHER	04.02.2020	        2	        0	        2	PC	X			1	EAT01	E10	E10-001	3-1866388-1	910	EATON ASSEMBLY CABINETS
	200220832466	9-1700803-4	SCREW M5X12 S/S PAN HD	04.02.2020	        2	        0	        2	PC	X			1	EAT01	E10	E10-001	3-1866422-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700804-8	WASHER M5 SPRING S/S	04.02.2020	        3	        0	        3	PC	X			1	EAT01	E10	E10-001	3-1866421-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700804-0	SPRING WASHER M6 S/S	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866353-1	910	EATON ASSEMBLY CABINETS
	200220832466	2-1700809-7	EDGNG PLAS GP10	04.02.2020	    0.660	        0	    0.660	M	X			1	EAT01	E10	E10-001	3-1866354-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700807-1	LABEL A4A4577 SYSTEMS BAGGAGE	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700805-3	BRACKET - VERTICAL 1U MTG 4-HO	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1866425-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1700805-0	BRACKET D3703714, FAN MODULE M	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1866389-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866559-1	WLEATH-A07	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866772-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866129-1	GLAND - CABLE ENTRY [TNZVE]	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866420-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700803-6	SCREW M4X6 CTSK POZI BZ	04.02.2020	        4	        0	        4	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866402-1	[PSA] SBWC INTER-CABINET PANEL	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700808-5	FOAM TAPE 12X3MM HIGH DENSITY	04.02.2020	    1.600	        0	    1.600	M	X			1	EAT01	E10	E10-001	3-1866420-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700804-2	WASHER M5 S/S FLAT	04.02.2020	        2	        0	        2	PC	X			1	EAT01	E10	E10-001	3-1866422-1	910	EATON ASSEMBLY CABINETS
	200220832466	2-1700809-7	EDGNG PLAS GP10	04.02.2020	    0.180	        0	    0.180	M	X			1	EAT01	E10	E10-001	3-1866353-1	910	EATON ASSEMBLY CABINETS
	200220832466	9-1700814-0	CHASSIS - HD180 65 BLOCK [WCS/	04.02.2020	        3	        0	        3	PC	X			1	EAT01	914		3-1866354-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700807-5	LABEL D3702683, RCD PROTECTED	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866425-1	[PSA] SBWC POWER [RM3 + DCD]	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700805-4	BRACKET - VERTICAL 1U MTG 2-HO	04.02.2020	        2	        0	        2	PC	X			1	EAT01	914		3-1866425-1	910	EATON ASSEMBLY CABINETS
	200220832466	1-1841397-5	SC0050 PH POZI M4 X 10 ZP MACHINE SCREW	04.02.2020	        2	        0	        2	PC	X			4	EAT01	T10	TFP05A02	3-1866389-1	910	EATON ASSEMBLY CABINETS
	200220832466	2-1700807-7	RAIL D3701717 DIN 1.5U WHISPER	04.02.2020	        3	        0	        3	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866388-1	[PSA] SBWC MDF 3-STUD EARTH BA	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	8-1700803-5	SCREW M4X16MM S/S PAN PHILIP	04.02.2020	       13	        0	       13	PC	X			1	EAT01	E10	E10-001	3-1866420-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700804-8	WASHER M5 SPRING S/S	04.02.2020	        2	        0	        2	PC	X			1	EAT01	E10	E10-001	3-1866422-1	910	EATON ASSEMBLY CABINETS
	200220832466	9-1700814-2	CHASSIS - HD180 60 BLOCK [WCS]	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1866353-1	910	EATON ASSEMBLY CABINETS
	200220832466	8-1700809-3	LABEL BLANK CABLE MARKER FOR Z	04.02.2020	        2	        0	        2	PC	X			4	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	1-1841398-2	SC0058 PH POZI M6 X 12 ZP MACHINE SCREW	04.02.2020	       14	        0	       14	PC	X			4	EAT01	T10	TFP05A02	3-1866425-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866426-1	[PSA] MODS TO RM3-420-0701 [CK	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1700804-9	NUT M6 CAGE ZP (GR:1.6-2.6)	04.02.2020	        2	        0	        2	PC	X			1	EAT01	E10	E10-001	3-1866389-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700804-8	RIVET 3.2MM TRUSS AL [1.2-6.3]	04.02.2020	        6	        0	        6	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	8-1700809-9	1.9M CORNER BOARDS	04.02.2020	        6	        0	        6	PC	X			1	EAT01	914		3-1866779-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866420-1	[PSA] SBWC MDF FLOOR CABLE ENT	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700804-0	WASHER M4 FLAT S/S	04.02.2020	        9	        0	        9	PC	X			4	EAT01	E10	E10-001	3-1866420-1	910	EATON ASSEMBLY CABINETS
	200220832466	4-1700811-1	SYSTEM RATING LABEL, WRCS-RBI- POD	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	1-1841561-4	WA0008 FLAT M6 ZP 12MM OD 1.2MM THICK	04.02.2020	        6	        0	        6	PC	X			4	EAT01	T10	TFP05A01	3-1866425-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866427-1	[PSA] TEMPORARY MODS TO RM3-42	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	1-1841398-2	SC0058 PH POZI M6 X 12 ZP MACHINE SCREW	04.02.2020	        2	        0	        2	PC	X			4	EAT01	T10	TFP05A02	3-1866389-1	910	EATON ASSEMBLY CABINETS
	200220832466	2-1700805-2	BRACKET D3701393, FUSE FAIL, 1	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	8-1700802-4	H/S 12.7MM BLUE 1/2" ID HEATSH	04.02.2020	    0.120	        0	    0.120	M	X			1	EAT01	E10	E10-001	3-1866779-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866422-1	[PSA] SBWC MDF BACKPLANE (FTTN	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700810-5	SITE DOCS SINGLE BAY WHISPER- POD	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700804-9	WASHER M6 SPRING BZ	04.02.2020	        6	        0	        6	PC	X			1	EAT01	E10	E10-001	3-1866425-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1867352-1	PSA-CIC-FANW-03	04.02.2020	        4	        0	        4	PC		X			EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700803-3	SCREW NO8X3/8 SELF TAP, TYPE B	04.02.2020	        2	        0	        2	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700093-7	STRAPPING 19MMX1000M BLACK HD	04.02.2020	       11	        0	       11	M	X			1	EAT01	914		3-1866779-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866423-1	[PSA] SBWC MDF BACKMOUNT LH (F	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700807-6	LABEL POTS & LINES FOR ISAM CO*POD	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866301-1	[PSA] FAN FASTENERS TO SUIT PA	04.02.2020	        2	        0	        2	PC		X			EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1867289-1	WRCS-DCD-A04	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866425-1	910	EATON ASSEMBLY CABINETS
	200220832466	9-1700804-0	PCB SUPPORT, PCB4, PANEL 4.8 O	04.02.2020	        2	        0	        2	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866419-1	[PSA] SBWC MDF CHANNEL RH (FTT	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700807-7	LABEL RESERVED FOR CHORUS-POD	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866302-1	[PSA] FAN GUARD & FASTENERS TO	04.02.2020	        2	        0	        2	PC		X			EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	4-1700810-5	CS- FUSE FAIL 24 WAY PROTECTED -	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866421-1	[PSA] SBWC MDF JUMPER MGMT (FT	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700807-8	PAPER LABEL FITTED ONTO SBW-POD	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866389-1	[PSA] SBWC FAN CONTROLLER & WI	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866539-1	WLDCD-A12	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866353-1	[PSA] BACKMOUNT KRONE NT 60 BL	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1700808-9	CS- LABEL - EATON - ROAD CABINET	04.02.2020	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866772-1	CHORUS SINGLE BAY EARTH CABLE	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866531-1	WLDCD-A01	04.02.2020	        1	        0	        1	PC	X			4	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866354-1	[PSA] BACKMOUNT KRONE NT 65 BL	04.02.2020	        3	        0	        3	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	1155040-4	OFDF, LABEL, LASER SAFETY	04.02.2020	        2	        0	        2	PC	X			1	EAT01	E10	E10-001	3-1866382-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866210-1	SINGLE BAY FIBRE BOX	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1700807-0	BUSBAR TEU 6WAY, 3 STUD, SMALL	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866868-1	PSA-SBWC-MECH-B03	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1866785-1	ANTI-STATIC WRISTSTRAP FOR ISA	04.02.2020	        1	        0	        1	PC		X			EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	3-1700807-1	BUSBAR TEU 4WAY, ALL STUD, 100	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	4-1700813-5	CS- ACOUSTIC INSULATION - EQUIP RH	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700806-0	SUPPORT D3700673, 21" CABLE (W	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	1-1700802-5	INSULATING STAND OFF, BEP SPID	04.02.2020	        4	        0	        4	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	4-1700813-9	CS- ACOUSTIC INSULATION - EQUIP LH	04.02.2020	        1	        0	        1	PC	X			1	EAT01	914		3-1866781-1	910	EATON ASSEMBLY CABINETS
	200220832466	7-1700808-7	CABLE GLAND 25MM NYLON BLACK I	20.02.2020	-1	        0	-1	PC	X				EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220832466	6-1700803-1	SCREW 3/16X1/2IN PAN SLOT BRAS	04.02.2020	        4	        0	        4	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220832466	5-1700808-6	BUNG, 5/8 BLACK, ROUND	20.02.2020	-1	        0	-1	PC	X				EAT01			3-1866774-1	910	EATON ASSEMBLY CABINETS
